relative_path,image_name,pitch,roll,depth
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00174.jpg,video_14_stable_bot_l6s3_P0_R0_00174.jpg,0,0,0.813
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00162.jpg,video_14_stable_bot_l6s3_P0_R0_00162.jpg,0,0,0.851
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00132.jpg,video_14_stable_bot_l6s3_P0_R0_00132.jpg,0,0,0.4
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00370.jpg,video_14_stable_bot_l6s3_P0_R0_00370.jpg,0,0,0.037
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00257.jpg,video_14_stable_bot_l6s3_P0_R0_00257.jpg,0,0,0.605
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00360.jpg,video_14_stable_bot_l6s3_P0_R0_00360.jpg,0,0,0.043
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00433.jpg,video_14_stable_bot_l6s3_P0_R0_00433.jpg,0,0,0.005
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00193.jpg,video_14_stable_bot_l6s3_P0_R0_00193.jpg,0,0,0.809
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00231.jpg,video_14_stable_bot_l6s3_P0_R0_00231.jpg,0,0,0.984
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00074.jpg,video_14_stable_bot_l6s3_P0_R0_00074.jpg,0,0,0.171
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00487.jpg,video_14_stable_bot_l6s3_P0_R0_00487.jpg,0,0,0.148
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00148.jpg,video_14_stable_bot_l6s3_P0_R0_00148.jpg,0,0,0.658
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00164.jpg,video_14_stable_bot_l6s3_P0_R0_00164.jpg,0,0,0.935
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00416.jpg,video_14_stable_bot_l6s3_P0_R0_00416.jpg,0,0,0.015
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00280.jpg,video_14_stable_bot_l6s3_P0_R0_00280.jpg,0,0,0.378
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00297.jpg,video_14_stable_bot_l6s3_P0_R0_00297.jpg,0,0,0.241
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00537.jpg,video_14_stable_bot_l6s3_P0_R0_00537.jpg,0,0,1.0
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00353.jpg,video_14_stable_bot_l6s3_P0_R0_00353.jpg,0,0,0.062
./2025_Dataset/P0_R0/video_14_stable_bot_l6s3_P0_R0_00166.jpg,video_14_stable_bot_l6s3_P0_R0_00166.jpg,0,0,0.933
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00255.jpg,video_14_stable_bot_l6s3_P10_R0_00255.jpg,10,0,0.893
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00328.jpg,video_14_stable_bot_l6s3_P10_R0_00328.jpg,10,0,0.531
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00253.jpg,video_14_stable_bot_l6s3_P10_R0_00253.jpg,10,0,0.933
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00440.jpg,video_14_stable_bot_l6s3_P10_R0_00440.jpg,10,0,0.023
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00657.jpg,video_14_stable_bot_l6s3_P10_R0_00657.jpg,10,0,0.33
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00003.jpg,video_14_stable_bot_l6s3_P10_R0_00003.jpg,10,0,0.267
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00565.jpg,video_14_stable_bot_l6s3_P10_R0_00565.jpg,10,0,0.655
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00479.jpg,video_14_stable_bot_l6s3_P10_R0_00479.jpg,10,0,0.006
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00564.jpg,video_14_stable_bot_l6s3_P10_R0_00564.jpg,10,0,0.745
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00333.jpg,video_14_stable_bot_l6s3_P10_R0_00333.jpg,10,0,0.494
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00418.jpg,video_14_stable_bot_l6s3_P10_R0_00418.jpg,10,0,0.044
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00006.jpg,video_14_stable_bot_l6s3_P10_R0_00006.jpg,10,0,0.266
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00211.jpg,video_14_stable_bot_l6s3_P10_R0_00211.jpg,10,0,0.639
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00532.jpg,video_14_stable_bot_l6s3_P10_R0_00532.jpg,10,0,0.859
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00390.jpg,video_14_stable_bot_l6s3_P10_R0_00390.jpg,10,0,0.119
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00666.jpg,video_14_stable_bot_l6s3_P10_R0_00666.jpg,10,0,0.635
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00419.jpg,video_14_stable_bot_l6s3_P10_R0_00419.jpg,10,0,0.045
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00087.jpg,video_14_stable_bot_l6s3_P10_R0_00087.jpg,10,0,0.296
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00269.jpg,video_14_stable_bot_l6s3_P10_R0_00269.jpg,10,0,0.913
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00322.jpg,video_14_stable_bot_l6s3_P10_R0_00322.jpg,10,0,0.658
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00668.jpg,video_14_stable_bot_l6s3_P10_R0_00668.jpg,10,0,0.634
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00446.jpg,video_14_stable_bot_l6s3_P10_R0_00446.jpg,10,0,0.02
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00265.jpg,video_14_stable_bot_l6s3_P10_R0_00265.jpg,10,0,0.921
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00622.jpg,video_14_stable_bot_l6s3_P10_R0_00622.jpg,10,0,0.154
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00664.jpg,video_14_stable_bot_l6s3_P10_R0_00664.jpg,10,0,0.629
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00098.jpg,video_14_stable_bot_l6s3_P10_R0_00098.jpg,10,0,0.208
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00335.jpg,video_14_stable_bot_l6s3_P10_R0_00335.jpg,10,0,0.497
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00381.jpg,video_14_stable_bot_l6s3_P10_R0_00381.jpg,10,0,0.191
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00134.jpg,video_14_stable_bot_l6s3_P10_R0_00134.jpg,10,0,0.211
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00611.jpg,video_14_stable_bot_l6s3_P10_R0_00611.jpg,10,0,0.162
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00250.jpg,video_14_stable_bot_l6s3_P10_R0_00250.jpg,10,0,0.887
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00300.jpg,video_14_stable_bot_l6s3_P10_R0_00300.jpg,10,0,0.846
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00562.jpg,video_14_stable_bot_l6s3_P10_R0_00562.jpg,10,0,0.814
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00084.jpg,video_14_stable_bot_l6s3_P10_R0_00084.jpg,10,0,0.295
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00243.jpg,video_14_stable_bot_l6s3_P10_R0_00243.jpg,10,0,0.883
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00502.jpg,video_14_stable_bot_l6s3_P10_R0_00502.jpg,10,0,0.116
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00663.jpg,video_14_stable_bot_l6s3_P10_R0_00663.jpg,10,0,0.63
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00371.jpg,video_14_stable_bot_l6s3_P10_R0_00371.jpg,10,0,0.217
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00607.jpg,video_14_stable_bot_l6s3_P10_R0_00607.jpg,10,0,0.163
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00569.jpg,video_14_stable_bot_l6s3_P10_R0_00569.jpg,10,0,0.649
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00203.jpg,video_14_stable_bot_l6s3_P10_R0_00203.jpg,10,0,0.636
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00672.jpg,video_14_stable_bot_l6s3_P10_R0_00672.jpg,10,0,0.632
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00391.jpg,video_14_stable_bot_l6s3_P10_R0_00391.jpg,10,0,0.117
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00370.jpg,video_14_stable_bot_l6s3_P10_R0_00370.jpg,10,0,0.216
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00290.jpg,video_14_stable_bot_l6s3_P10_R0_00290.jpg,10,0,0.807
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00069.jpg,video_14_stable_bot_l6s3_P10_R0_00069.jpg,10,0,0.344
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00244.jpg,video_14_stable_bot_l6s3_P10_R0_00244.jpg,10,0,0.881
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00342.jpg,video_14_stable_bot_l6s3_P10_R0_00342.jpg,10,0,0.499
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00210.jpg,video_14_stable_bot_l6s3_P10_R0_00210.jpg,10,0,0.736
./2025_Dataset/P10_R0/video_14_stable_bot_l6s3_P10_R0_00553.jpg,video_14_stable_bot_l6s3_P10_R0_00553.jpg,10,0,0.803
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00294.jpg,video_14_stable_bot_l6s3_P15_R0_00294.jpg,15,0,0.237
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00085.jpg,video_14_stable_bot_l6s3_P15_R0_00085.jpg,15,0,0.389
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00999.jpg,video_14_stable_bot_l6s3_P15_R0_00999.jpg,15,0,0.518
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00603.jpg,video_14_stable_bot_l6s3_P15_R0_00603.jpg,15,0,0.95
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00410.jpg,video_14_stable_bot_l6s3_P15_R0_00410.jpg,15,0,0.367
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00216.jpg,video_14_stable_bot_l6s3_P15_R0_00216.jpg,15,0,0.185
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00696.jpg,video_14_stable_bot_l6s3_P15_R0_00696.jpg,15,0,0.832
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01533.jpg,video_14_stable_bot_l6s3_P15_R0_01533.jpg,15,0,0.043
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01604.jpg,video_14_stable_bot_l6s3_P15_R0_01604.jpg,15,0,0.02
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01317.jpg,video_14_stable_bot_l6s3_P15_R0_01317.jpg,15,0,0.119
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00691.jpg,video_14_stable_bot_l6s3_P15_R0_00691.jpg,15,0,0.838
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00213.jpg,video_14_stable_bot_l6s3_P15_R0_00213.jpg,15,0,0.202
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00071.jpg,video_14_stable_bot_l6s3_P15_R0_00071.jpg,15,0,0.357
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00009.jpg,video_14_stable_bot_l6s3_P15_R0_00009.jpg,15,0,0.712
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00707.jpg,video_14_stable_bot_l6s3_P15_R0_00707.jpg,15,0,0.847
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00095.jpg,video_14_stable_bot_l6s3_P15_R0_00095.jpg,15,0,0.387
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00916.jpg,video_14_stable_bot_l6s3_P15_R0_00916.jpg,15,0,0.923
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01424.jpg,video_14_stable_bot_l6s3_P15_R0_01424.jpg,15,0,0.059
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01064.jpg,video_14_stable_bot_l6s3_P15_R0_01064.jpg,15,0,0.334
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00062.jpg,video_14_stable_bot_l6s3_P15_R0_00062.jpg,15,0,0.39
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00394.jpg,video_14_stable_bot_l6s3_P15_R0_00394.jpg,15,0,0.362
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00831.jpg,video_14_stable_bot_l6s3_P15_R0_00831.jpg,15,0,0.961
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00682.jpg,video_14_stable_bot_l6s3_P15_R0_00682.jpg,15,0,0.843
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00674.jpg,video_14_stable_bot_l6s3_P15_R0_00674.jpg,15,0,0.934
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00134.jpg,video_14_stable_bot_l6s3_P15_R0_00134.jpg,15,0,0.269
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00753.jpg,video_14_stable_bot_l6s3_P15_R0_00753.jpg,15,0,0.988
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01153.jpg,video_14_stable_bot_l6s3_P15_R0_01153.jpg,15,0,0.232
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00174.jpg,video_14_stable_bot_l6s3_P15_R0_00174.jpg,15,0,0.297
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01451.jpg,video_14_stable_bot_l6s3_P15_R0_01451.jpg,15,0,0.065
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01079.jpg,video_14_stable_bot_l6s3_P15_R0_01079.jpg,15,0,0.333
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00720.jpg,video_14_stable_bot_l6s3_P15_R0_00720.jpg,15,0,0.849
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01687.jpg,video_14_stable_bot_l6s3_P15_R0_01687.jpg,15,0,0.01
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00066.jpg,video_14_stable_bot_l6s3_P15_R0_00066.jpg,15,0,0.382
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00704.jpg,video_14_stable_bot_l6s3_P15_R0_00704.jpg,15,0,0.84
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01420.jpg,video_14_stable_bot_l6s3_P15_R0_01420.jpg,15,0,0.09
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00860.jpg,video_14_stable_bot_l6s3_P15_R0_00860.jpg,15,0,0.85
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00735.jpg,video_14_stable_bot_l6s3_P15_R0_00735.jpg,15,0,0.903
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00738.jpg,video_14_stable_bot_l6s3_P15_R0_00738.jpg,15,0,0.932
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00296.jpg,video_14_stable_bot_l6s3_P15_R0_00296.jpg,15,0,0.514
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_02100.jpg,video_14_stable_bot_l6s3_P15_R0_02100.jpg,15,0,0.1
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00777.jpg,video_14_stable_bot_l6s3_P15_R0_00777.jpg,15,0,0.887
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00067.jpg,video_14_stable_bot_l6s3_P15_R0_00067.jpg,15,0,0.361
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00063.jpg,video_14_stable_bot_l6s3_P15_R0_00063.jpg,15,0,0.395
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00205.jpg,video_14_stable_bot_l6s3_P15_R0_00205.jpg,15,0,0.242
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00593.jpg,video_14_stable_bot_l6s3_P15_R0_00593.jpg,15,0,0.947
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01131.jpg,video_14_stable_bot_l6s3_P15_R0_01131.jpg,15,0,0.23
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00601.jpg,video_14_stable_bot_l6s3_P15_R0_00601.jpg,15,0,0.866
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01648.jpg,video_14_stable_bot_l6s3_P15_R0_01648.jpg,15,0,0.025
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_00686.jpg,video_14_stable_bot_l6s3_P15_R0_00686.jpg,15,0,0.841
./2025_Dataset/P15_R0/video_14_stable_bot_l6s3_P15_R0_01059.jpg,video_14_stable_bot_l6s3_P15_R0_01059.jpg,15,0,0.338
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00702.jpg,video_14_stable_bot_l6s3_P15_R15_00702.jpg,15,15,0.228
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00683.jpg,video_14_stable_bot_l6s3_P15_R15_00683.jpg,15,15,0.23
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_01042.jpg,video_14_stable_bot_l6s3_P15_R15_01042.jpg,15,15,0.078
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_02046.jpg,video_14_stable_bot_l6s3_P15_R15_02046.jpg,15,15,0.793
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_01444.jpg,video_14_stable_bot_l6s3_P15_R15_01444.jpg,15,15,0.008
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00021.jpg,video_14_stable_bot_l6s3_P15_R15_00021.jpg,15,15,0.845
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00116.jpg,video_14_stable_bot_l6s3_P15_R15_00116.jpg,15,15,0.554
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00249.jpg,video_14_stable_bot_l6s3_P15_R15_00249.jpg,15,15,0.275
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_01293.jpg,video_14_stable_bot_l6s3_P15_R15_01293.jpg,15,15,0.017
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00651.jpg,video_14_stable_bot_l6s3_P15_R15_00651.jpg,15,15,0.246
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_02059.jpg,video_14_stable_bot_l6s3_P15_R15_02059.jpg,15,15,0.817
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00656.jpg,video_14_stable_bot_l6s3_P15_R15_00656.jpg,15,15,0.227
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_02176.jpg,video_14_stable_bot_l6s3_P15_R15_02176.jpg,15,15,0.975
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_01894.jpg,video_14_stable_bot_l6s3_P15_R15_01894.jpg,15,15,0.822
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00749.jpg,video_14_stable_bot_l6s3_P15_R15_00749.jpg,15,15,0.18
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00969.jpg,video_14_stable_bot_l6s3_P15_R15_00969.jpg,15,15,0.041
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_01606.jpg,video_14_stable_bot_l6s3_P15_R15_01606.jpg,15,15,0.226
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00081.jpg,video_14_stable_bot_l6s3_P15_R15_00081.jpg,15,15,0.805
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00941.jpg,video_14_stable_bot_l6s3_P15_R15_00941.jpg,15,15,0.071
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_01895.jpg,video_14_stable_bot_l6s3_P15_R15_01895.jpg,15,15,0.837
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00068.jpg,video_14_stable_bot_l6s3_P15_R15_00068.jpg,15,15,0.833
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00002.jpg,video_14_stable_bot_l6s3_P15_R15_00002.jpg,15,15,0.853
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00063.jpg,video_14_stable_bot_l6s3_P15_R15_00063.jpg,15,15,0.791
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00242.jpg,video_14_stable_bot_l6s3_P15_R15_00242.jpg,15,15,0.283
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00089.jpg,video_14_stable_bot_l6s3_P15_R15_00089.jpg,15,15,0.802
./2025_Dataset/P15_R15/video_14_stable_bot_l6s3_P15_R15_00062.jpg,video_14_stable_bot_l6s3_P15_R15_00062.jpg,15,15,0.869
